"scope","status","path","notes"
"sanitized-publication-delta","M","packwiz/config/xaero/world-map/common.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/world-map/profiles/default.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/xaero/world-map/server_profiles/default.cfg.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/config/yacl.json5.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/defaultconfigs/productivebees-server.toml.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/index.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/moonlight-global-datapacks/milkyj-compat-fixes/data/caverns_and_chasms/loot_tables/blocks/eumus_brick.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/moonlight-global-datapacks/milkyj-compat-fixes/pack.mcmeta.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/pack.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/farmersdelight/models/block/pie.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/farmersdelight/models/block/pie_slice1.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/farmersdelight/models/block/pie_slice2.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/farmersdelight/models/block/pie_slice3.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/minecraft/atlases/blocks.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/mowziesmobs/models/block/black_pink_grottol.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/mowziesmobs/models/block/diamond_grottol.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/unusualfishmod/animations/entity/duality_damselfish.animation.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/unusualfishmod/animations/entity/freshwater_mantis.animation.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/assets/unusualfishmod/animations/entity/sea_pancake.animation.json.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","packwiz/resourcepacks/MilkyJ Stability Fixes/pack.mcmeta.pw.toml","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","payload/both/config/ftbquests/quests/chapters/archaeology.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","payload/both/config/ftbquests/quests/chapters/create_basics.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","payload/both/config/ftbquests/quests/chapters/endgame.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","payload/both/config/ftbquests/quests/chapters/first_days.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","payload/both/config/ftbquests/quests/chapters/homestead.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","payload/both/config/ftbquests/quests/chapters/new_horizons.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","D","payload/both/config/ftbquests/quests/chapters/tinkers_deferred.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","payload/both/config/ftbquests/quests/chapters/travel_storage.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","payload/both/config/ftbquests/quests/chapters/vehicles.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","payload/both/config/ftbquests/quests/chapters/welcome.snbt","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","project-settings.json","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","scripts/Build-BeginnerQuestBook.ps1","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","scripts/Build-Prism-Bootstrap.ps1","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/Prepare-CopiedWorldRcTest.ps1","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/Prepare-LocalRcTest.ps1","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/Start-RcLanTest.ps1","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/Stop-RcLanTest.ps1","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/Test-BaselineUpdateRollback.ps1","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","scripts/Test-InstallerEndToEnd.ps1","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","scripts/Validate-Pack.ps1","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/audit_quest_id_migration.py","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/audit_quest_mods.py","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/check_encoding.py","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","scripts/limited_http_server.py","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/rc_lan_server_supervisor.py","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/security_history_scan.py","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/test_synthetic_progress_migration.py","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","M","scripts/validate_pack.py","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","scripts/validate_questbook.py","Candidate tree versus sanitized recovery baseline."
"sanitized-publication-delta","A","tests/fixtures/synthetic-progress-baseline.json","Candidate tree versus sanitized recovery baseline."
"sanitization","M",".gitignore","Strengthened in both sanitized baseline and candidate; therefore not visible in baseline-to-candidate diff."
"history-sanitization","PURGED","payload/both/config/resourceful-config-web.json","Removed from candidate and every reachable publication ref."
"history-sanitization","PURGED","packwiz/config/resourceful-config-web.json.pw.toml","Removed from candidate and every reachable publication ref."
"history-sanitization","PURGED","payload/both/config/dawnoftimebuilder/patrons_cache.json","Removed from candidate and every reachable publication ref."
"history-sanitization","PURGED","packwiz/config/dawnoftimebuilder/patrons_cache.json.pw.toml","Removed from candidate and every reachable publication ref."
"final-evidence","A","audit/security-history-scan.json","Final repair evidence committed after implementation commit."
"final-evidence","A","audit/release-repair-files.csv","Final repair evidence committed after implementation commit."
"final-evidence","A","audit/release-gate-repair.json","Final repair evidence committed after implementation commit."
"final-evidence","A","docs/RELEASE-GATE-REPAIR.md","Final repair evidence committed after implementation commit."
